order_item_id,order_id,product_id,quantity,unit_price,subtotal
92,37,53,5,413.84,2069.2
93,37,6,1,201.11,201.11
94,38,43,3,207.38,622.14
95,38,40,3,144.93,434.79
96,38,61,5,185.62,928.1
97,38,64,2,400.05,800.1
98,38,96,2,384.16,768.32
99,39,99,1,97.9,97.9
100,39,17,2,325.06,650.12
101,39,100,2,483.63,967.26
102,39,94,1,181.57,181.57
103,39,15,4,469.04,1876.16
104,40,23,4,285.15,1140.6
105,40,32,4,323.42,1293.68
106,40,57,2,127.61,255.22
107,41,30,1,187.48,187.48
108,42,21,5,216.76,1083.8
109,42,42,1,429.54,429.54
110,42,68,3,307.1,921.3
111,42,37,3,175.59,526.77
112,42,56,4,275.57,1102.28
113,43,97,3,191.58,574.74
114,43,99,2,97.9,195.8
115,44,80,2,395.49,790.98
116,45,16,3,428.53,1285.59
117,45,17,4,325.06,1300.24
118,45,40,4,144.93,579.72
119,45,67,2,197.88,395.76
120,45,49,1,61.73,61.73
121,46,64,1,400.05,400.05
122,46,29,2,496.75,993.5
123,46,82,4,397.53,1590.12
124,47,77,2,408.28,816.56
125,47,61,2,185.62,371.24
126,47,92,2,110.31,220.62
127,47,66,2,51.08,102.16
128,48,96,2,384.16,768.32
129,48,15,5,469.04,2345.2
130,48,39,5,467.73,2338.65
131,49,20,4,470.09,1880.36
132,49,66,4,51.08,204.32
133,49,38,3,127.93,383.79
134,49,25,1,480.89,480.89
135,49,79,2,49.31,98.62
136,50,64,1,400.05,400.05
137,50,13,4,426.01,1704.04
138,50,86,2,335.75,671.5
139,50,72,4,395.07,1580.28
140,50,15,2,469.04,938.08
141,51,16,1,428.53,428.53
142,51,41,2,224.23,448.46
143,51,41,2,224.23,448.46
144,52,55,2,357.94,715.88
145,52,35,4,136.3,545.2
146,52,47,2,136.25,272.5
147,52,28,5,152.7,763.5
148,52,96,3,384.16,1152.48
149,53,95,2,234.86,469.72
150,53,16,4,428.53,1714.12
151,53,41,2,224.23,448.46
152,53,60,3,385.71,1157.13
153,54,3,4,472.52,1890.08
154,54,25,3,480.89,1442.67
155,54,11,5,250.48,1252.4
156,54,37,3,175.59,526.77
157,54,59,3,180.55,541.65
158,55,37,4,175.59,702.36
159,55,76,5,354.4,1772
160,55,83,2,404.3,808.6
161,55,56,2,275.57,551.14
162,56,19,2,389.66,779.32
163,57,59,3,180.55,541.65
164,57,15,5,469.04,2345.2
165,57,10,1,105.58,105.58
166,58,3,1,472.52,472.52
167,58,42,1,429.54,429.54
168,58,61,2,185.62,371.24
169,58,83,3,404.3,1212.9
170,59,4,4,72.38,289.52
171,59,79,5,49.31,246.55
172,60,60,4,385.71,1542.84
173,60,48,2,66.85,133.7
174,60,72,3,395.07,1185.21
175,60,44,3,221.81,665.43
176,60,70,4,157.29,629.16
177,61,1,1,452.28,452.28
178,61,75,5,462.56,2312.8
179,62,6,5,201.11,1005.55
180,62,58,3,348.79,1046.37
181,62,66,3,51.08,153.24
182,63,45,2,232.61,465.22
183,63,91,3,289.06,867.18
184,63,39,1,467.73,467.73
185,63,64,1,400.05,400.05
186,63,32,3,323.42,970.26
187,64,72,4,395.07,1580.28
188,65,96,2,384.16,768.32
189,66,14,1,47.19,47.19
190,66,92,1,110.31,110.31
191,66,47,1,136.25,136.25
192,67,74,3,267.52,802.56
193,67,97,1,191.58,191.58
194,67,92,5,110.31,551.55
195,67,61,1,185.62,185.62
196,67,22,5,348.19,1740.95
197,68,99,1,97.9,97.9
198,68,61,5,185.62,928.1
199,68,97,2,191.58,383.16
200,69,31,4,253.97,1015.88
201,69,14,3,47.19,141.57
202,69,24,3,321.84,965.52
203,70,86,5,335.75,1678.75
204,70,29,5,496.75,2483.75
205,70,66,2,51.08,102.16
206,71,51,3,149.61,448.83
207,71,18,5,235.91,1179.55
208,71,84,4,200.53,802.12
209,71,10,5,105.58,527.9
210,71,4,1,72.38,72.38
211,72,10,1,105.58,105.58
212,73,98,5,365.31,1826.55
213,73,87,4,494.48,1977.92
214,73,9,4,184.21,736.84
215,73,87,5,494.48,2472.4
216,74,18,4,235.91,943.64
217,74,8,4,343.91,1375.64
218,74,84,5,200.53,1002.65
219,75,56,3,275.57,826.71
220,75,19,3,389.66,1168.98
221,75,96,3,384.16,1152.48
222,75,13,2,426.01,852.02
223,76,28,1,152.7,152.7
224,76,89,2,128.53,257.06
225,76,99,2,97.9,195.8
226,76,98,2,365.31,730.62
227,77,39,2,467.73,935.46
228,77,42,3,429.54,1288.62
229,77,45,4,232.61,930.44
230,77,15,1,469.04,469.04
231,78,87,4,494.48,1977.92
232,79,96,4,384.16,1536.64
233,79,15,3,469.04,1407.12
234,79,12,2,56.22,112.44
235,79,93,2,56.76,113.52
236,80,92,1,110.31,110.31
237,81,65,5,472.45,2362.25
238,81,89,5,128.53,642.65
239,82,51,4,149.61,598.44
240,82,72,4,395.07,1580.28
241,82,54,3,50.59,151.77
242,82,95,1,234.86,234.86
243,83,61,2,185.62,371.24
244,83,66,1,51.08,51.08
245,83,39,4,467.73,1870.92
246,83,68,1,307.1,307.1
247,84,62,1,137.26,137.26
248,85,32,1,323.42,323.42
249,85,37,5,175.59,877.95
250,85,2,5,274.25,1371.25
251,86,20,3,470.09,1410.27
252,86,29,4,496.75,1987
253,86,62,3,137.26,411.78
254,86,4,5,72.38,361.9
255,87,12,2,56.22,112.44
256,87,26,1,333.48,333.48
257,87,23,1,285.15,285.15
258,87,100,4,483.63,1934.52
259,88,69,3,369.96,1109.88
260,88,26,2,333.48,666.96
261,88,41,4,224.23,896.92
262,88,20,5,470.09,2350.45
263,88,54,3,50.59,151.77
264,89,76,3,354.4,1063.2
265,89,44,5,221.81,1109.05
266,90,79,4,49.31,197.24
267,90,36,4,419.92,1679.68
268,90,43,5,207.38,1036.9
269,90,71,2,58.87,117.74
270,91,40,1,144.93,144.93
271,92,98,3,365.31,1095.93
272,92,42,1,429.54,429.54
273,92,87,3,494.48,1483.44
274,92,83,1,404.3,404.3
275,93,36,3,419.92,1259.76
276,93,86,2,335.75,671.5
277,93,13,3,426.01,1278.03
278,93,44,3,221.81,665.43
279,94,91,3,289.06,867.18
280,94,90,3,332.5,997.5
281,94,71,5,58.87,294.35
282,95,23,4,285.15,1140.6
283,95,28,4,152.7,610.8
284,95,81,1,412.16,412.16
285,95,81,5,412.16,2060.8
286,95,35,3,136.3,408.9
287,96,29,1,496.75,496.75
288,96,61,5,185.62,928.1
289,96,6,5,201.11,1005.55
290,96,98,3,365.31,1095.93
291,96,45,2,232.61,465.22
292,97,35,3,136.3,408.9
293,97,85,4,177.7,710.8
294,97,13,4,426.01,1704.04
295,97,76,2,354.4,708.8
296,97,40,5,144.93,724.65
297,98,35,3,136.3,408.9
298,98,96,5,384.16,1920.8
299,99,3,3,472.52,1417.56
300,99,85,3,177.7,533.1
301,99,5,3,85.69,257.07
302,99,63,2,19.62,39.24
303,100,92,3,110.31,330.93
304,100,65,2,472.45,944.9
305,101,58,4,348.79,1395.16
306,101,76,1,354.4,354.4
307,101,70,4,157.29,629.16
308,101,63,1,19.62,19.62
309,101,84,3,200.53,601.59
310,102,94,2,181.57,363.14
311,103,44,3,221.81,665.43
312,103,72,4,395.07,1580.28
313,104,61,4,185.62,742.48
314,104,39,5,467.73,2338.65
315,104,81,1,412.16,412.16
316,105,42,4,429.54,1718.16
317,106,4,3,72.38,217.14
318,107,98,1,365.31,365.31
319,107,16,4,428.53,1714.12
320,107,97,3,191.58,574.74
321,107,17,5,325.06,1625.3
322,108,96,3,384.16,1152.48
323,108,5,2,85.69,171.38
324,108,94,2,181.57,363.14
325,108,68,2,307.1,614.2
326,109,95,2,234.86,469.72
327,109,88,2,470.48,940.96
328,109,47,5,136.25,681.25
329,110,42,4,429.54,1718.16
330,111,65,1,472.45,472.45
331,111,8,3,343.91,1031.73
332,111,54,1,50.59,50.59
333,111,90,4,332.5,1330
334,112,60,4,385.71,1542.84
335,112,45,1,232.61,232.61
336,112,58,1,348.79,348.79
337,113,93,1,56.76,56.76
338,113,43,5,207.38,1036.9
339,114,31,4,253.97,1015.88
340,114,44,3,221.81,665.43
341,114,70,5,157.29,786.45
342,114,42,3,429.54,1288.62
343,115,86,1,335.75,335.75
344,115,78,5,252.64,1263.2
345,115,8,5,343.91,1719.55
346,115,55,1,357.94,357.94
347,115,44,1,221.81,221.81
348,116,67,4,197.88,791.52
349,116,67,5,197.88,989.4
350,116,10,4,105.58,422.32
351,116,11,4,250.48,1001.92
352,116,49,3,61.73,185.19
353,117,15,1,469.04,469.04
354,117,46,2,316.74,633.48
355,117,21,2,216.76,433.52
356,117,63,5,19.62,98.1
357,118,32,2,323.42,646.84
358,119,62,2,137.26,274.52
359,120,47,4,136.25,545
360,121,6,4,201.11,804.44
361,121,11,5,250.48,1252.4
362,122,43,3,207.38,622.14
363,122,92,3,110.31,330.93
364,122,44,1,221.81,221.81
365,122,92,1,110.31,110.31
366,122,13,4,426.01,1704.04
367,123,10,4,105.58,422.32
368,123,95,2,234.86,469.72
369,123,96,4,384.16,1536.64
370,123,44,5,221.81,1109.05
371,124,9,3,184.21,552.63
372,124,80,4,395.49,1581.96
373,124,99,3,97.9,293.7
374,125,97,3,191.58,574.74
375,126,70,4,157.29,629.16
376,127,77,1,408.28,408.28
377,127,89,1,128.53,128.53
378,127,42,5,429.54,2147.7
379,128,100,1,483.63,483.63
380,128,60,2,385.71,771.42
381,128,28,4,152.7,610.8
382,128,26,5,333.48,1667.4
383,128,45,1,232.61,232.61
384,129,2,4,274.25,1097
385,129,64,2,400.05,800.1
386,129,65,5,472.45,2362.25
387,130,97,2,191.58,383.16
388,130,64,4,400.05,1600.2
389,130,57,2,127.61,255.22
390,130,27,5,467.13,2335.65
391,130,66,2,51.08,102.16
392,131,72,3,395.07,1185.21
393,132,43,3,207.38,622.14
394,132,62,2,137.26,274.52
395,132,38,3,127.93,383.79
396,132,67,3,197.88,593.64
397,133,38,4,127.93,511.72
398,133,72,1,395.07,395.07
399,134,89,1,128.53,128.53
400,135,30,2,187.48,374.96
401,135,17,1,325.06,325.06
402,136,38,4,127.93,511.72
403,137,99,2,97.9,195.8
404,137,6,4,201.11,804.44
405,137,63,4,19.62,78.48
406,137,62,2,137.26,274.52
407,138,78,3,252.64,757.92
408,138,86,5,335.75,1678.75
409,139,87,2,494.48,988.96
410,139,93,4,56.76,227.04
411,139,87,2,494.48,988.96
412,140,45,1,232.61,232.61
413,140,96,3,384.16,1152.48
414,140,55,5,357.94,1789.7
415,140,80,5,395.49,1977.45
416,140,100,3,483.63,1450.89
417,141,24,4,321.84,1287.36
418,142,19,4,389.66,1558.64
419,142,27,4,467.13,1868.52
420,142,61,1,185.62,185.62
421,142,57,1,127.61,127.61
422,142,56,2,275.57,551.14
423,143,21,1,216.76,216.76
424,144,97,3,191.58,574.74
425,144,30,2,187.48,374.96
426,144,64,4,400.05,1600.2
427,144,99,1,97.9,97.9
428,144,77,5,408.28,2041.4
429,145,86,5,335.75,1678.75
430,145,37,3,175.59,526.77
431,145,3,4,472.52,1890.08
432,145,30,1,187.48,187.48
433,145,8,2,343.91,687.82
434,146,48,5,66.85,334.25
435,146,40,2,144.93,289.86
436,147,40,5,144.93,724.65
437,147,65,3,472.45,1417.35
438,148,15,4,469.04,1876.16
439,148,37,1,175.59,175.59
440,148,89,5,128.53,642.65
441,148,21,1,216.76,216.76
442,149,61,4,185.62,742.48
443,149,36,1,419.92,419.92
444,149,4,2,72.38,144.76
445,150,2,3,274.25,822.75
446,151,30,3,187.48,562.44
447,151,34,4,407.66,1630.64
448,152,60,5,385.71,1928.55
449,152,20,2,470.09,940.18
450,152,89,3,128.53,385.59
451,152,98,2,365.31,730.62
452,153,54,5,50.59,252.95
453,154,84,5,200.53,1002.65
454,154,7,4,46.82,187.28
455,154,22,1,348.19,348.19
456,154,4,4,72.38,289.52
457,154,45,3,232.61,697.83
458,155,61,2,185.62,371.24
459,155,42,2,429.54,859.08
460,155,79,1,49.31,49.31
461,155,74,4,267.52,1070.08
462,155,85,5,177.7,888.5
463,156,53,5,413.84,2069.2
464,156,81,4,412.16,1648.64
465,156,94,4,181.57,726.28
466,156,12,1,56.22,56.22
467,157,68,2,307.1,614.2
468,157,35,1,136.3,136.3
469,157,5,1,85.69,85.69
470,157,1,5,452.28,2261.4
471,158,52,2,39.56,79.12
472,158,22,1,348.19,348.19
473,158,16,4,428.53,1714.12
474,159,28,4,152.7,610.8
475,159,36,2,419.92,839.84
476,160,84,1,200.53,200.53
477,160,96,3,384.16,1152.48
478,160,8,5,343.91,1719.55
479,161,12,3,56.22,168.66
480,161,45,2,232.61,465.22
481,162,45,5,232.61,1163.05
482,162,19,3,389.66,1168.98
483,162,7,4,46.82,187.28
484,162,96,1,384.16,384.16
485,162,11,4,250.48,1001.92
486,163,12,5,56.22,281.1
487,164,64,1,400.05,400.05
488,164,40,3,144.93,434.79
489,164,4,4,72.38,289.52
490,164,2,3,274.25,822.75
491,165,20,4,470.09,1880.36
492,166,47,1,136.25,136.25
493,166,28,5,152.7,763.5
494,166,61,2,185.62,371.24
495,166,10,3,105.58,316.74
496,166,88,2,470.48,940.96
497,167,76,5,354.4,1772
498,167,72,3,395.07,1185.21
499,167,86,4,335.75,1343
500,167,68,5,307.1,1535.5
501,168,43,4,207.38,829.52
502,168,6,2,201.11,402.22
503,168,80,5,395.49,1977.45
504,168,82,4,397.53,1590.12
505,169,86,4,335.75,1343
506,169,94,1,181.57,181.57
507,169,61,3,185.62,556.86
508,169,88,3,470.48,1411.44
509,170,76,5,354.4,1772
510,171,35,4,136.3,545.2
511,172,28,3,152.7,458.1
512,172,24,5,321.84,1609.2
513,172,71,5,58.87,294.35
514,172,86,1,335.75,335.75
515,173,65,5,472.45,2362.25
516,173,16,1,428.53,428.53
517,174,9,1,184.21,184.21
518,175,64,4,400.05,1600.2
519,175,19,2,389.66,779.32
520,175,62,2,137.26,274.52
521,175,23,3,285.15,855.45
522,176,12,3,56.22,168.66
523,176,78,3,252.64,757.92
524,176,12,3,56.22,168.66
525,176,39,3,467.73,1403.19
526,176,88,3,470.48,1411.44
527,177,3,2,472.52,945.04
528,177,82,3,397.53,1192.59
529,177,12,2,56.22,112.44
530,177,47,1,136.25,136.25
531,178,45,2,232.61,465.22
532,179,4,5,72.38,361.9
533,179,43,4,207.38,829.52
534,179,72,2,395.07,790.14
535,180,57,4,127.61,510.44
536,180,21,1,216.76,216.76
537,180,84,4,200.53,802.12
538,181,88,1,470.48,470.48
539,181,1,3,452.28,1356.84
540,181,93,4,56.76,227.04
541,181,82,2,397.53,795.06
542,181,3,3,472.52,1417.56
543,182,69,4,369.96,1479.84
544,182,26,4,333.48,1333.92
545,182,74,1,267.52,267.52
546,183,87,5,494.48,2472.4
547,183,93,4,56.76,227.04
548,183,13,4,426.01,1704.04
549,183,36,2,419.92,839.84
550,183,91,1,289.06,289.06
551,184,53,5,413.84,2069.2
552,184,67,2,197.88,395.76
553,184,29,5,496.75,2483.75
554,184,22,1,348.19,348.19
555,184,37,2,175.59,351.18
556,185,42,2,429.54,859.08
557,186,6,3,201.11,603.33
558,187,53,2,413.84,827.68
559,187,53,5,413.84,2069.2
560,188,57,2,127.61,255.22
561,188,85,1,177.7,177.7
562,188,4,3,72.38,217.14
563,189,22,3,348.19,1044.57
564,189,87,1,494.48,494.48
565,189,77,3,408.28,1224.84
566,189,67,5,197.88,989.4
567,190,15,5,469.04,2345.2
568,190,23,4,285.15,1140.6
569,191,75,1,462.56,462.56
570,191,20,3,470.09,1410.27
571,191,35,3,136.3,408.9
572,192,47,5,136.25,681.25
573,192,68,2,307.1,614.2
574,192,5,2,85.69,171.38
575,192,90,3,332.5,997.5
576,193,74,5,267.52,1337.6
577,194,77,3,408.28,1224.84
578,195,58,4,348.79,1395.16
579,196,45,5,232.61,1163.05
580,196,5,3,85.69,257.07
581,197,84,4,200.53,802.12
582,197,3,1,472.52,472.52
583,197,25,5,480.89,2404.45
584,198,23,1,285.15,285.15
585,199,23,3,285.15,855.45
586,199,11,5,250.48,1252.4
587,199,35,4,136.3,545.2
588,199,26,3,333.48,1000.44
589,200,86,3,335.75,1007.25
590,200,19,4,389.66,1558.64
591,200,34,3,407.66,1222.98
592,200,44,5,221.81,1109.05
593,201,34,2,407.66,815.32
594,201,35,4,136.3,545.2
595,202,72,3,395.07,1185.21
596,202,41,4,224.23,896.92
597,202,78,1,252.64,252.64
598,202,48,4,66.85,267.4
599,202,29,2,496.75,993.5
600,203,69,4,369.96,1479.84
601,203,64,2,400.05,800.1
602,203,9,1,184.21,184.21
603,204,88,1,470.48,470.48
604,204,71,3,58.87,176.61
605,204,17,4,325.06,1300.24
606,204,16,2,428.53,857.06
607,204,12,4,56.22,224.88
608,205,26,2,333.48,666.96
609,205,66,1,51.08,51.08
610,206,89,5,128.53,642.65
611,206,72,5,395.07,1975.35
612,207,86,4,335.75,1343
613,207,32,2,323.42,646.84
614,207,78,3,252.64,757.92
615,207,88,1,470.48,470.48
616,207,84,1,200.53,200.53
617,208,53,1,413.84,413.84
618,208,21,1,216.76,216.76
619,208,34,3,407.66,1222.98
620,208,87,4,494.48,1977.92
621,208,29,2,496.75,993.5
622,209,45,4,232.61,930.44
623,209,64,4,400.05,1600.2
624,209,39,4,467.73,1870.92
625,209,79,4,49.31,197.24
626,209,67,4,197.88,791.52
627,210,62,2,137.26,274.52
628,210,47,4,136.25,545
629,210,22,4,348.19,1392.76
630,210,86,1,335.75,335.75
631,211,2,2,274.25,548.5
632,212,30,1,187.48,187.48
633,212,96,1,384.16,384.16
634,212,82,2,397.53,795.06
635,212,55,2,357.94,715.88
636,213,23,2,285.15,570.3
637,213,80,4,395.49,1581.96
638,214,16,5,428.53,2142.65
639,214,32,4,323.42,1293.68
640,215,10,1,105.58,105.58
641,215,70,5,157.29,786.45
642,215,49,5,61.73,308.65
643,215,27,4,467.13,1868.52
644,216,15,4,469.04,1876.16
645,217,53,2,413.84,827.68
646,217,10,5,105.58,527.9
647,217,71,5,58.87,294.35
648,217,98,4,365.31,1461.24
649,217,3,5,472.52,2362.6
650,218,79,5,49.31,246.55
651,218,31,1,253.97,253.97
652,218,97,5,191.58,957.9
653,218,54,5,50.59,252.95
654,218,6,5,201.11,1005.55
655,219,77,5,408.28,2041.4
656,219,88,1,470.48,470.48
657,219,47,2,136.25,272.5
658,219,34,3,407.66,1222.98
659,219,15,3,469.04,1407.12
660,220,41,4,224.23,896.92
661,220,94,2,181.57,363.14
662,220,92,2,110.31,220.62
663,220,69,2,369.96,739.92
664,221,40,1,144.93,144.93
665,221,63,4,19.62,78.48
666,221,62,1,137.26,137.26
667,221,79,1,49.31,49.31
668,222,37,3,175.59,526.77
669,223,8,5,343.91,1719.55
670,223,54,2,50.59,101.18
671,223,85,3,177.7,533.1
672,223,41,1,224.23,224.23
673,223,100,1,483.63,483.63
674,224,79,3,49.31,147.93
675,225,48,5,66.85,334.25
676,225,4,2,72.38,144.76
677,225,8,4,343.91,1375.64
678,226,52,1,39.56,39.56
679,226,2,3,274.25,822.75
680,226,89,3,128.53,385.59
681,226,35,3,136.3,408.9
682,226,78,3,252.64,757.92
683,227,94,3,181.57,544.71
684,227,7,1,46.82,46.82
685,227,29,2,496.75,993.5
686,227,52,5,39.56,197.8
687,227,29,5,496.75,2483.75
688,228,98,4,365.31,1461.24
689,228,9,3,184.21,552.63
690,229,75,3,462.56,1387.68
691,229,11,5,250.48,1252.4
692,229,50,3,407.85,1223.55
693,230,5,2,85.69,171.38
694,231,77,4,408.28,1633.12
695,231,78,5,252.64,1263.2
696,231,23,3,285.15,855.45
697,232,83,4,404.3,1617.2
698,232,71,5,58.87,294.35
699,233,17,5,325.06,1625.3
700,233,38,2,127.93,255.86
701,234,98,4,365.31,1461.24
702,234,53,1,413.84,413.84
703,234,59,2,180.55,361.1
704,235,45,5,232.61,1163.05
705,236,60,1,385.71,385.71
706,237,78,3,252.64,757.92
707,238,6,4,201.11,804.44
708,238,77,3,408.28,1224.84
709,238,78,2,252.64,505.28
710,239,56,1,275.57,275.57
711,239,53,1,413.84,413.84
712,239,80,4,395.49,1581.96
713,240,65,4,472.45,1889.8
714,240,1,5,452.28,2261.4
715,240,26,3,333.48,1000.44
716,241,85,4,177.7,710.8
717,241,100,1,483.63,483.63
718,241,21,1,216.76,216.76
719,241,51,3,149.61,448.83
720,242,8,3,343.91,1031.73
721,242,3,2,472.52,945.04
722,242,55,4,357.94,1431.76
723,242,57,5,127.61,638.05
724,242,37,5,175.59,877.95
725,243,22,3,348.19,1044.57
726,243,64,1,400.05,400.05
727,243,5,4,85.69,342.76
728,244,95,5,234.86,1174.3
729,244,61,3,185.62,556.86
730,244,19,2,389.66,779.32
731,244,100,2,483.63,967.26
732,245,100,5,483.63,2418.15
733,245,12,1,56.22,56.22
734,245,81,3,412.16,1236.48
735,246,39,2,467.73,935.46
736,246,79,4,49.31,197.24
737,246,32,2,323.42,646.84
738,246,10,5,105.58,527.9
739,247,73,2,90.53,181.06
740,248,96,1,384.16,384.16
741,248,83,2,404.3,808.6
742,248,97,2,191.58,383.16
743,248,38,3,127.93,383.79
744,249,26,2,333.48,666.96
745,249,76,3,354.4,1063.2
746,249,83,4,404.3,1617.2
747,249,20,5,470.09,2350.45
748,249,49,4,61.73,246.92
749,250,99,4,97.9,391.6
750,251,28,4,152.7,610.8
751,251,16,1,428.53,428.53
752,251,83,5,404.3,2021.5
753,251,94,1,181.57,181.57
754,252,37,1,175.59,175.59
755,252,48,3,66.85,200.55
756,252,41,3,224.23,672.69
757,252,90,3,332.5,997.5
758,253,15,4,469.04,1876.16
759,253,38,5,127.93,639.65
760,253,3,3,472.52,1417.56
761,253,36,2,419.92,839.84
762,253,74,5,267.52,1337.6
763,254,89,3,128.53,385.59
764,254,69,4,369.96,1479.84
765,254,4,5,72.38,361.9
766,254,5,5,85.69,428.45
767,255,42,1,429.54,429.54
768,255,91,2,289.06,578.12
769,255,97,3,191.58,574.74
770,255,84,4,200.53,802.12
771,255,4,1,72.38,72.38
772,256,47,2,136.25,272.5
773,256,12,5,56.22,281.1
774,257,41,1,224.23,224.23
775,257,7,4,46.82,187.28
776,257,82,1,397.53,397.53
777,257,70,1,157.29,157.29
778,257,80,1,395.49,395.49
779,258,34,1,407.66,407.66
780,258,10,4,105.58,422.32
781,258,96,4,384.16,1536.64
782,258,2,4,274.25,1097
783,259,77,5,408.28,2041.4
784,259,20,4,470.09,1880.36
785,259,64,5,400.05,2000.25
786,259,5,5,85.69,428.45
787,259,6,5,201.11,1005.55
788,260,69,1,369.96,369.96
789,261,6,4,201.11,804.44
790,261,86,1,335.75,335.75
791,261,8,5,343.91,1719.55
792,262,43,3,207.38,622.14
793,262,84,1,200.53,200.53
794,262,75,3,462.56,1387.68
795,263,74,3,267.52,802.56
796,263,40,1,144.93,144.93
797,263,2,4,274.25,1097
798,263,53,5,413.84,2069.2
799,264,85,1,177.7,177.7
800,265,82,2,397.53,795.06
801,266,74,4,267.52,1070.08
802,267,89,5,128.53,642.65
803,267,39,1,467.73,467.73
804,267,16,5,428.53,2142.65
805,267,42,3,429.54,1288.62
806,267,58,4,348.79,1395.16
807,268,29,4,496.75,1987
808,268,86,1,335.75,335.75
809,269,26,5,333.48,1667.4
810,269,60,1,385.71,385.71
811,269,10,1,105.58,105.58
812,269,85,1,177.7,177.7
813,270,64,2,400.05,800.1
814,271,19,1,389.66,389.66
815,272,15,2,469.04,938.08
816,272,73,1,90.53,90.53
817,272,29,4,496.75,1987
818,272,75,2,462.56,925.12
819,273,68,4,307.1,1228.4
820,273,32,5,323.42,1617.1
821,273,45,1,232.61,232.61
822,273,37,2,175.59,351.18
823,273,97,1,191.58,191.58
824,274,98,3,365.31,1095.93
825,275,18,3,235.91,707.73
826,275,29,2,496.75,993.5
827,275,91,3,289.06,867.18
828,275,71,5,58.87,294.35
829,275,6,2,201.11,402.22
830,276,16,1,428.53,428.53
831,276,83,1,404.3,404.3
832,277,35,5,136.3,681.5
833,277,24,2,321.84,643.68
834,278,95,1,234.86,234.86
835,279,100,3,483.63,1450.89
836,279,64,4,400.05,1600.2
837,279,38,2,127.93,255.86
838,279,70,4,157.29,629.16
839,280,91,2,289.06,578.12
840,281,5,3,85.69,257.07
841,281,41,2,224.23,448.46
842,282,74,5,267.52,1337.6
843,282,52,3,39.56,118.68
844,282,19,3,389.66,1168.98
845,282,14,1,47.19,47.19
846,283,100,4,483.63,1934.52
847,283,12,4,56.22,224.88
848,283,57,4,127.61,510.44
849,283,68,2,307.1,614.2
850,284,52,1,39.56,39.56
851,285,67,5,197.88,989.4
852,285,64,5,400.05,2000.25
853,285,84,2,200.53,401.06
854,285,6,1,201.11,201.11
855,286,7,5,46.82,234.1
856,287,12,4,56.22,224.88
